STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,num.days.with.rain,,tot.day.with,tot.days,tot.day.without,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/21/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/22/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/23/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/24/2017,,,0.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/25/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/26/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/27/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/28/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/29/2017,,,36.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/30/2017,,,3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,7/31/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/1/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/2/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/3/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/4/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/5/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/6/2017,,,0,7,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/8/2017,2,27.4,,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/9/2017,,,10.7,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/10/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/11/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/12/2017,,,41.4,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/13/2017,,,8.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/14/2017,,,4.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/15/2017,,,16.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/16/2017,,,2,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/17/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/18/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/19/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/20/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/21/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/22/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/23/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/24/2017,,,99.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/25/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/26/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/27/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/28/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/29/2017,,,16.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/30/2017,,,3.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,8/31/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/1/2017,,,1.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/2/2017,,,115.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/3/2017,,,2.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/4/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/5/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/6/2017,,,25.7,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/7/2017,,,28.4,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/8/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/9/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/10/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/11/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/12/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/13/2017,,,5.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/14/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/15/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/16/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/17/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/18/2017,,,5.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/19/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/20/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/21/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/22/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/23/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/24/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/25/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/26/2017,,,0,7,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/27/2017,,,1.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/28/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/29/2017,,,1,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,9/30/2017,,,1,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/1/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/2/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/3/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/4/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/5/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/6/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/7/2017,,,1.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/8/2017,,,0.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/9/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/10/2017,,,7.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/11/2017,,,18.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/14/2017,3,1.8,,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/15/2017,,,0.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/16/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/17/2017,,,13.7,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/19/2017,2,0.5,,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/20/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/21/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/22/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/23/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/24/2017,,,19.6,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/25/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/26/2017,,,0.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/27/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/28/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/29/2017,,,23.4,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/30/2017,,,12.2,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,10/31/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/1/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/2/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/3/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/4/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/5/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/6/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/7/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/8/2017,,,17.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/10/2017,2,13,,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/11/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/12/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/13/2017,,,6.4,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/14/2017,,,4.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/15/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/16/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/17/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/18/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/19/2017,,,2.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/20/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/21/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/22/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/23/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/24/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/25/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/26/2017,,,0,7,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/27/2017,,,0,8,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/28/2017,,,0,9,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/29/2017,,,0,10,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,11/30/2017,,,0,11,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/1/2017,,,0,12,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/2/2017,,,0,13,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/3/2017,,,0.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/4/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/5/2017,,,1.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/6/2017,,,2.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/7/2017,,,8.4,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/8/2017,,,4.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/9/2017,,,53.1,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/10/2017,,,2.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/11/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/12/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/13/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/14/2017,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/15/2017,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/16/2017,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/17/2017,,,0,7,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/18/2017,,,0.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/19/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/20/2017,,,1,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/21/2017,,,9.7,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/22/2017,,,0.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/23/2017,,,1,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/28/2017,5,7.9,,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/29/2017,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/30/2017,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,12/31/2017,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/1/2018,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/2/2018,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/3/2018,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/4/2018,,,17,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/5/2018,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/6/2018,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/7/2018,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/8/2018,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/9/2018,,,0,5,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/10/2018,,,0,6,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/11/2018,,,0,7,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/12/2018,,,30,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/13/2018,,,26.7,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/14/2018,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/15/2018,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/16/2018,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/17/2018,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/18/2018,,,2.5,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/19/2018,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/20/2018,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/21/2018,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/22/2018,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/23/2018,,,1.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/24/2018,,,0.8,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/25/2018,,,0,1,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/26/2018,,,0,2,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/27/2018,,,0,3,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/28/2018,,,0,4,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/29/2018,,,50.3,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/30/2018,,,5.1,0,,,,,
US1NCPT0040,"GREENVILLE 2.0 SE, NC US",35.578383,-77.349917,21,1/31/2018,,,0,1,,,,,
